"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"9796","Guardian of Faith","normal",3,3,2,1996,"['W']","Flash
Vigilance
When Guardian of Faith enters the battlefield, any number of other target creatures you control phase out. (Treat them and anything attached to them as though they don't exist until their controller's next turn.)",228
"9797","White Dragon","normal",6,4,4,1996,"['W']","Flying
Cold Breath — When White Dragon enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",173
"9798","Iymrith, Desert Doom","normal",5,5,5,1996,"['U']","Flying
Iymrith, Desert Doom has ward {4} as long as it's untapped.
Whenever Iymrith deals combat damage to a player, draw a card. Then if you have fewer than three cards in hand, draw cards equal to the difference.",214
"9799","Yuan-Ti Malison","normal",2,2,1,1996,"['U']","Yuan-Ti Malison can't be blocked as long as it's attacking alone.
Whenever Yuan-Ti Malison deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",201
"9800","Grazilaxx, Illithid Scholar","normal",3,3,2,1996,"['U']","Whenever a creature you control becomes blocked, you may return it to its owner's hand.
Whenever one or more creatures you control deal combat damage to a player, draw a card.",175
"9801","Blue Dragon","normal",7,5,5,1996,"['U']","Flying
Lightning Breath — When Blue Dragon enters the battlefield, until your next turn, target creature an opponent controls gets -3/-0, up to one other target creature gets -2/-0, and up to one other target creature gets -1/-0.",229
"9802","Acererak the Archlich","normal",3,5,5,1996,"['B']","When Acererak the Archlich enters the battlefield, if you haven't completed Tomb of Annihilation, return Acererak the Archlich to its owner's hand and venture into the dungeon.
Whenever Acererak the Archlich attacks, for each opponent, you create a 2/2 black Zombie creature token unless that player sacrifices a creature.",322
"9803","Ebondeath, Dracolich","normal",4,5,2,1996,"['B']","Flash
Flying
Ebondeath, Dracolich enters the battlefield tapped.
You may cast Ebondeath, Dracolich from your graveyard if a creature not named Ebondeath, Dracolich died this turn.",179
"9804","Forsworn Paladin","normal",1,1,1,1996,"['B']","Menace
{1}{B}, {T}, Pay 1 life: Create a Treasure token.
{2}{B}: Target creature gets +2/+0 until end of turn. If mana from a Treasure was spent to activate this ability, that creature also gains deathtouch until end of turn.",225
"9805","Asmodeus the Archfiend","normal",6,6,6,1996,"['B']","Binding Contract — If you would draw a card, exile the top card of your library face down instead.
{B}{B}{B}: Draw seven cards.
{B}: Return all cards exiled with Asmodeus the Archfiend to their owner's hand and you lose that much life.",235
"9806","Black Dragon","normal",7,4,4,1996,"['B']","Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.",129
"9807","Flameskull","normal",3,3,1,1996,"['R']","Flying
Flameskull can't block.
Rejuvenation — When Flameskull dies, exile it. If you do, exile the top card of your library. Until the end of your next turn, you may play one of those cards. (If you cast Flameskull this way, you can't play the other card, and vice versa.)",272
"9808","Inferno of the Star Mounts","normal",6,6,6,1996,"['R']","This spell can't be countered.
Flying, haste
{R}: Inferno of the Star Mounts gets +1/+0 until end of turn. When its power becomes 20 this way, it deals 20 damage to any target.",176
"9809","Hobgoblin Bandit Lord","normal",3,2,3,1996,"['R']","Other Goblins you control get +1/+1.
{R}, {T}: Hobgoblin Bandit Lord deals damage equal to the number of Goblins that entered the battlefield under your control this turn to any target.",185
"9810","Red Dragon","normal",6,4,4,1996,"['R']","Flying
Fire Breath — When Red Dragon enters the battlefield, it deals 4 damage to each opponent.",96
"9811","Old Gnawbone","normal",7,7,7,1996,"['G']","Flying
Whenever a creature you control deals combat damage to a player, create that many Treasure tokens.",105
"9812","Werewolf Pack Leader","normal",2,3,3,1996,"['G']","Pack tactics — Whenever Werewolf Pack Leader attacks, if you attacked with creatures with total power 6 or greater this combat, draw a card.
{3}{G}: Until end of turn, Werewolf Pack Leader has base power and toughness 5/3, gains trample, and isn't a Human.",256
"9813","Circle of Dreams Druid","normal",3,2,1,1996,"['G']","{T}: Add {G} for each creature you control.",43
"9814","Froghemoth","normal",5,4,4,1996,"['G']","Trample, haste
Whenever Froghemoth deals combat damage to a player, exile up to that many target cards from their graveyard. Put a +1/+1 counter on Froghemoth for each creature card exiled this way. You gain 1 life for each noncreature card exiled this way.",257
"9815","Green Dragon","normal",6,4,4,1996,"['G']","Flying
Poison Breath — When Green Dragon enters the battlefield, until end of turn, whenever a creature an opponent controls is dealt damage, destroy it.",153
"9816","Tiamat","normal",7,7,7,1996,"['B', 'G', 'R', 'U', 'W']","Flying
When Tiamat enters the battlefield, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",207
"9817","Xanathar, Guild Kingpin","normal",6,5,6,1996,"['B', 'U']","At the beginning of your upkeep, choose target opponent. Until end of turn, that player can't cast spells, you may look at the top card of their library any time, you may play the top card of their library, and you may spend mana as though it were mana of any color to cast spells this way.",290
"9818","Prosper, Tome-Bound","normal",4,1,4,1996,"['B', 'R']","Deathtouch
Mystic Arcanum — At the beginning of your end step, exile the top card of your library. Until the end of your next turn, you may play that card.
Pact Boon — Whenever you play a card from exile, create a Treasure token.",229
"9819","Triumphant Adventurer","normal",2,1,1,1996,"['B', 'W']","Deathtouch
As long as it's your turn, Triumphant Adventurer has first strike.
Whenever Triumphant Adventurer attacks, venture into the dungeon. (Enter the first room or advance to the next room.)",195
"9820","Orcus, Prince of Undeath","normal",4,5,3,1996,"['B', 'R']","Flying, trample
When Orcus, Prince of Undeath enters the battlefield, choose one —
• Each other creature gets -X/-X until end of turn. You lose X life.
• Return up to X target creature cards with total mana value X or less from your graveyard to the battlefield. They gain haste until end of turn.",297
"9821","Adult Gold Dragon","normal",5,4,3,1996,"['R', 'W']","Flying, lifelink, haste",23
"9822","Intrepid Adversary","normal",2,3,1,1996,"['W']","Lifelink
When Intrepid Adversary enters the battlefield, you may pay {1}{W} any number of times. When you pay this cost one or more times, put that many valor counters on Intrepid Adversary.
Creatures you control get +1/+1 for each valor counter on Intrepid Adversary.",268
"9823","Sigardian Savior","normal",5,3,3,1996,"['W']","Flying
When Sigardian Savior enters the battlefield, if you cast it, return up to two target creature cards with mana value 2 or less from your graveyard to the battlefield.",173
"9824","Sungold Sentinel","normal",2,3,2,1996,"['W']","Whenever Sungold Sentinel enters the battlefield or attacks, exile up to one target card from a graveyard.
Coven — {1}{W}: Choose a color. Sungold Sentinel gains hexproof from that color until end of turn and can't be blocked by creatures of that color this turn. Activate only if you control three or more creatures with different powers.",339
"9825","Stalwart Pathlighter","normal",3,3,1,1996,"['W']","Vigilance
Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, creatures you control gain indestructible until end of turn.",181
"9826","Spectral Adversary","normal",2,2,1,1996,"['U']","Flash
Flying
When Spectral Adversary enters the battlefield, you may pay {1}{U} any number of times. When you pay this cost one or more times, put that many +1/+1 counters on Spectral Adversary, then up to that many other target artifacts, creatures, and/or enchantments phase out.",281
"9827","Triskaidekaphile","normal",2,1,3,1996,"['U']","You have no maximum hand size.
At the beginning of your upkeep, if you have exactly thirteen cards in your hand, you win the game.
{3}{U}: Draw a card.",151
"9828","Cleaver Skaab","normal",4,2,4,1996,"['U']","{3}, {T}, Sacrifice another Zombie: Create two tokens that are copies of the sacrificed creature.",97
"9829","Patrician Geist","normal",3,2,2,1996,"['U']","Flying
Other Spirits you control get +1/+1.
Spells you cast from your graveyard cost {1} less to cast.",102
"9830","Sludge Monster","normal",5,5,5,1996,"['U']","Whenever Sludge Monster enters the battlefield or attacks, put a slime counter on up to one other target creature.
Non-Horror creatures with slime counters on them lose all abilities and have base power and toughness 2/2.",221
"9831","Tainted Adversary","normal",2,2,3,1996,"['B']","Deathtouch
When Tainted Adversary enters the battlefield, you may pay {2}{B} any number of times. When you pay this cost one or more times, put that many +1/+1 counters on Tainted Adversary, then create twice that many 2/2 black Zombie creature tokens with decayed. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)",352
"9832","Lord of the Forsaken","normal",6,6,6,1996,"['B']","Flying, trample
{B}, Sacrifice another creature: Target player mills three cards.
Pay 1 life: Add {C}. Spend this mana only to cast a spell from your graveyard.",160
"9833","Champion of the Perished","normal",1,1,1,1996,"['B']","Whenever another Zombie enters the battlefield under your control, put a +1/+1 counter on Champion of the Perished.",115
"9834","Prowling Geistcatcher","normal",4,2,4,1996,"['B']","Whenever you sacrifice another creature, exile it. If that creature was a token, put a +1/+1 counter on Prowling Geistcatcher.
When Prowling Geistcatcher leaves the battlefield, return each card exiled with it to the battlefield under your control.",248
